company_name,year,sales,profit,rprofit,totalassets,totalliabilities,sequity,mnc,psic_5,exporter,nationality,bind,aki_16,
Anson Emporium Corporation,2021,3.66,0.07,1.91,1.41,1.06,0.27,0,47593,0,Filipino,SERV,TRD,
ANZ Global Services and Operations (Manila) Inc.,2018,3.79,0.27,7.15,3.57,0.71,2.86,1,82211,1,Australian,SERV,PRO,
ANZ Global Services and Operations (Manila) Inc.,2019,3.64,0.17,4.65,3.78,0.76,3.02,1,82211,1,Australian,SERV,PRO,
ANZ Global Services and Operations (Manila) Inc.,2020,3.30,0.31,9.25,4.56,1.24,3.32,1,82211,1,Australian,SERV,PRO,
ANZ Global Services and Operations (Manila) Inc.,2021,3.14,0.27,8.58,3.92,0.92,1.55,1,82219,1,Australian,SERV,PRO,
Apex Mining Co. Inc.,2018,4.66,0.33,7.12,15.46,7.65,7.81,0,7221,0,Filipino,MAQ,MAQ,
Apex Mining Co. Inc.,2019,4.97,0.35,7.06,16.75,8.25,8.50,0,7221,0,Filipino,MAQ,MAQ,
Apex Mining Co. Inc.,2020,6.36,1.58,24.86,18.53,8.45,10.08,0,7221,0,Filipino,MAQ,MAQ,
Apex Mining Co. Inc.,2021,6.99,1.82,26.08,19.81,7.84,5.42,0,7291,0,Filipino,MAQ,MAQ,
APO Cement Corporation,2018,15.86,-1.22,-7.71,16.24,6.69,9.55,1,23940,0,Mexican,MFG,MFG,
APO Cement Corporation,2019,16.41,0.25,1.55,17.40,7.77,9.63,1,23940,0,Mexican,MFG,MFG,
APO Cement Corporation,2020,14.57,0.37,2.52,16.74,6.70,10.04,1,23940,0,Mexican,MFG,MFG,
APO Cement Corporation,2021,14.70,0.37,2.50,17.62,7.19,0.57,1,23969,0,Mexican,MFG,MFG,
AP Renewables Inc.,2018,12.69,1.90,14.94,26.11,14.68,11.44,0,35100,0,Filipino,SERV,EWS,
AP Renewables Inc.,2019,13.26,1.26,9.47,25.15,12.45,12.70,0,35100,0,Filipino,SERV,EWS,
AP Renewables Inc.,2020,11.35,2.77,24.40,24.98,11.98,13.00,0,35100,0,Filipino,SERV,EWS,
AP Renewables Inc.,2021,11.95,0.43,3.61,29.00,17.55,1.75,0,35102,0,Filipino,SERV,EWS,
Araneta Center Inc.,2018,7.91,4.91,62.10,20.53,8.70,11.84,0,68190,0,Filipino,SERV,REO,
Arcadis Consulting Middle East Ltd.,2019,2.02,0.15,7.21,1.52,0.52,1.00,1,82229,1,Dutch,SERV,PRO,
Arcadis Consulting Middle East Ltd.,2020,2.15,0.13,6.10,1.55,0.40,1.15,1,82229,1,Dutch,SERV,PRO,
ARC Refreshments Corporation,2018,11.10,0.40,3.56,7.63,2.15,5.48,0,46306,0,Filipino,SERV,TRD,
ARC Refreshments Corporation,2019,10.49,0.16,1.49,6.95,2.03,4.91,0,46306,0,Filipino,SERV,TRD,
ARC Refreshments Corporation,2020,9.01,0.04,0.49,6.09,2.14,3.95,0,46306,0,Filipino,SERV,TRD,
ARC Refreshments Corporation,2021,7.83,-0.20,-2.57,5.51,1.75,1.00,0,46309,0,Filipino,SERV,TRD,
AREIT Inc.,2019,2.02,1.26,62.46,11.99,1.19,10.80,0,68190,0,Filipino,SERV,REO,
AREIT Inc.,2020,2.03,1.23,60.32,14.63,2.29,12.34,0,68190,0,Filipino,SERV,REO,
AREIT Inc.,2021,3.54,2.43,68.77,56.50,7.62,22.47,0,64910,0,Filipino,SERV,FIA,
Arthaland Corporation,2020,1.85,0.73,39.27,15.26,8.88,6.38,0,68110,0,Filipino,SERV,REO,
Arvato Corporation,2018,2.67,0.53,19.75,1.26,0.32,0.94,1,82211,1,German,SERV,PRO,
Arvin International Marketing Inc.,2018,5.29,0.08,1.59,0.60,0.41,0.19,0,46203,0,Filipino,SERV,TRD,
Arvin International Marketing Inc.,2019,6.78,0.10,1.53,0.74,0.47,0.27,0,46209,0,Filipino,SERV,TRD,
Arvin International Marketing Inc.,2020,7.11,0.13,1.86,1.10,0.73,0.37,0,46203,0,Filipino,SERV,TRD,
Arvin International Marketing Inc.,2021,5.96,0.08,1.32,1.11,0.69,0.32,0,46302,0,Filipino,SERV,TRD,
Asalus Corporation,2018,12.41,0.59,4.76,8.48,7.18,1.30,0,66231,0,Filipino,SERV,FIA,
Asalus Corporation,2019,14.19,0.62,4.36,10.06,8.86,1.19,1,66231,0,Caymanian,SERV,FIA,
Asalus Corporation,2020,14.72,2.60,17.68,14.17,10.78,3.39,1,66231,0,Caymanian,SERV,FIA,
Asalus Corporation,2021,13.90,1.89,13.59,14.11,10.35,3.17,1,66233,0,Caymanian,SERV,FIA,
ASEC Development and Construction Corporation,2018,2.27,0.07,3.26,2.68,1.91,0.77,0,41002,0,Filipino,SERV,CNS,
Asia Brewery Inc.,2018,8.71,0.50,5.79,23.85,3.14,20.70,0,11030,0,Filipino,MFG,MFG,
Asia Brewery Inc.,2019,9.76,-0.82,-8.44,23.62,3.95,19.67,0,11030,0,Filipino,MFG,MFG,
Asia Brewery Inc.,2020,6.61,-0.74,-11.12,25.46,6.83,18.63,0,11030,0,Filipino,MFG,MFG,
Asia Brewery Inc.,2021,7.19,-0.15,-2.14,24.54,5.75,2.47,0,11041,0,Filipino,MFG,MFG,
Asia Gold Trading Corporation,2018,3.09,0.01,0.39,0.27,0.21,0.06,0,46692,0,Filipino,SERV,TRD,
Asia Gold Trading Corporation,2019,3.13,0.01,0.42,0.39,0.32,0.07,0,46692,0,Filipino,SERV,TRD,
Asia Gold Trading Corporation,2020,3.09,0.01,0.39,0.33,0.24,0.09,0,46692,0,Filipino,SERV,TRD,
Asia Gold Trading Corporation,2021,3.42,0.01,0.41,0.41,0.31,0.10,0,46900,0,Filipino,SERV,TRD,
Asiana Airlines Inc.,2018,2.25,1.20,53.18,0.30,0.20,0.09,1,51102,0,Korean,SERV,TAS,
Asian Coatings Phils. Inc.,2018,2.40,0.18,7.58,1.69,0.45,1.24,0,20221,0,Filipino,MFG,MFG,
Asian Coatings Phils. Inc.,2021,2.60,0.20,7.64,2.18,0.41,1.27,0,20231,0,Filipino,MFG,MFG,
Asian Hospital Inc.,2018,3.44,0.49,14.11,4.84,0.68,4.16,0,86121,0,Filipino,SERV,HSW,
Asian Hospital Inc.,2021,3.64,0.32,8.80,5.49,0.81,2.54,0,86225,0,Filipino,SERV,HSW,
AsianLife and General Assurance Corporation,2018,3.19,0.23,7.04,3.25,1.57,1.68,1,65110,0,Malaysian,SERV,FIA,
Asian Terminals Inc.,2018,12.01,2.71,22.59,26.48,12.23,14.26,0,52221,0,Filipino,SERV,TAS,
Asian Terminals Inc.,2019,13.31,3.62,27.18,28.33,11.69,16.64,0,52220,0,Filipino,SERV,TAS,
Asian Terminals Inc.,2020,10.58,2.89,27.31,27.92,9.75,18.16,0,52220,0,Filipino,SERV,TAS,
Asian Terminals Inc.,2021,8.51,2.17,25.49,28.87,9.95,16.66,0,52291,0,Filipino,SERV,TAS,
Asian Transmission Corporation,2018,4.46,0.16,3.59,2.95,0.98,1.97,1,29302,1,Japanese,MFG,MFG,
Asian Transmission Corporation,2019,3.72,-0.34,-9.17,3.18,1.61,1.56,1,29302,1,Japanese,MFG,MFG,
Asian Transmission Corporation,2020,2.76,-0.39,-14.05,3.04,1.80,1.24,1,29302,1,Japanese,MFG,MFG,
Asian Transmission Corporation,2021,4.45,0.28,6.38,3.30,1.77,0.47,1,30309,1,Japanese,MFG,MFG,
Asia Primera Kimika Inc.,2020,1.80,0.06,3.22,0.98,0.33,0.65,0,46691,0,Filipino,SERV,TRD,
Asia United Bank Corporation,2018,11.85,3.31,27.97,234.16,205.09,29.07,0,64191,0,Filipino,SERV,FIA,
Asia United Bank Corporation,2019,15.75,4.45,28.23,261.45,228.44,33.02,0,64191,0,Filipino,SERV,FIA,
Asia United Bank Corporation,2020,17.26,3.02,17.52,312.12,277.04,35.09,0,64191,0,Filipino,SERV,FIA,
Asia United Bank Corporation,2021,14.34,4.05,28.26,314.91,277.06,26.77,0,64192,0,Filipino,SERV,FIA,
A. Soriano Corporation,2019,2.64,2.34,88.31,18.72,0.58,18.13,0,64200,0,Filipino,SERV,FIA,
A. Soriano Corporation,2021,3.60,3.36,93.33,19.25,0.89,14.17,0,64304,0,Filipino,SERV,FIA,
Astec Power Philippines Inc.,2018,3.44,0.13,3.81,4.30,1.00,3.30,1,26120,1,British Virgin Islander,MFG,MFG,
Astec Power Philippines Inc.,2019,3.56,0.16,4.38,4.70,1.47,3.23,1,26120,1,American,MFG,MFG,
Astec Power Philippines Inc.,2020,2.77,0.17,6.28,4.60,1.43,3.17,1,26120,1,American,MFG,MFG,
Astec Power Philippines Inc.,2021,2.68,0.11,3.95,4.98,1.48,2.10,1,26200,1,American,MFG,MFG,
AstraZeneca Pharmaceuticals (Phils.) Inc.,2018,2.53,0.09,3.36,1.60,0.72,0.88,1,21001,0,British,MFG,MFG,
AstraZeneca Pharmaceuticals (Phils.) Inc.,2019,3.02,0.13,4.20,2.13,1.13,0.99,1,21001,0,British,MFG,MFG,
AstraZeneca Pharmaceuticals (Phils.) Inc.,2020,2.94,0.10,3.40,2.17,1.10,1.07,1,21001,0,British,MFG,MFG,
AstraZeneca Pharmaceuticals (Phils.) Inc.,2021,7.05,0.13,1.79,4.73,3.49,0.68,1,46425,0,British,SERV,TRD,
Atkins Import & Export Resources Inc.,2021,9.32,0.10,1.12,4.70,4.38,0.24,0,46306,0,Filipino,SERV,TRD,
Atlanta Industries Inc.,2019,2.01,0.03,1.59,1.29,0.96,0.33,0,22204,0,Filipino,MFG,MFG,
Atlanta Industries Inc.,2021,2.43,0.04,1.77,1.40,1.02,0.12,0,22206,0,Filipino,MFG,MFG,
Atlantic Aurum Investments Philippines Corporation,2018,4.61,3.61,78.30,38.99,11.48,27.50,0,64200,0,Filipino,SERV,FIA,
Atlantic Aurum Investments Philippines Corporation,2019,3.60,2.53,70.12,47.59,17.57,30.03,0,64200,0,Filipino,SERV,FIA,
Atlantic Aurum Investments Philippines Corporation,2020,2.45,1.20,49.04,58.17,26.94,31.23,0,64200,0,Filipino,SERV,FIA,
Atlantic Gulf and Pacific Co. of Manila Inc.,2019,8.57,0.46,5.40,25.37,18.04,7.32,0,42900,0,Filipino,SERV,CNS,
Atlantic Gulf and Pacific Co. of Manila Inc.,2020,4.38,-6.28,-143.39,18.91,17.86,1.06,0,42900,0,Filipino,SERV,CNS,
Atlantic Gulf and Pacific Co. of Manila Inc.,2021,16.02,1.03,6.42,22.35,16.19,0.92,0,43210,0,Filipino,SERV,CNS,
Atlas Copco Philippines Inc.,2020,1.66,-0.07,-4.34,1.82,1.47,0.36,1,46592,1,Swedish,SERV,TRD,
Atlas Fertilizer Corporation,2018,8.21,0.25,3.03,3.30,0.78,2.52,1,20120,0,Japanese,MFG,MFG,
Atlas Fertilizer Corporation,2019,8.49,0.35,4.10,4.06,1.35,2.71,1,20120,0,Japanese,MFG,MFG,
Atlas Fertilizer Corporation,2020,10.01,0.81,8.04,4.23,0.98,3.25,1,20120,0,Japanese,MFG,MFG,
Atlas Fertilizer Corporation,2021,11.56,0.92,7.95,5.13,1.20,3.38,1,20133,0,Japanese,MFG,MFG,
Australia and New Zealand Banking Group Ltd. - Philippine Branch,2019,2.24,0.18,8.17,45.16,37.98,7.19,1,64191,0,Australian,SERV,FIA,
Automated Technology (Phil.) Inc.,2018,3.50,0.26,7.37,2.37,0.57,1.81,0,26120,1,Filipino,MFG,MFG,
Automated Technology (Phil.) Inc.,2019,2.16,0.04,1.85,2.31,0.55,1.76,0,26120,1,Filipino,MFG,MFG,
Automated Technology (Phil.) Inc.,2020,2.47,0.08,3.40,2.58,0.84,1.74,0,26120,1,Filipino,MFG,MFG,
Automated Technology (Phil.) Inc.,2021,3.18,0.24,7.65,2.84,0.75,0.82,0,26200,1,Filipino,MFG,MFG,
Automatic Appliances Inc.,2018,2.48,0.02,0.97,0.90,0.51,0.40,0,47593,0,Filipino,SERV,TRD,
Automatic Appliances Inc.,2019,2.48,0.02,0.68,0.89,0.49,0.40,0,47593,0,Filipino,SERV,TRD,
Auto Nation Group Inc.,2021,4.45,0.29,6.59,1.96,1.17,0.55,0,45109,0,Filipino,SERV,TRD,
Avida Land Corporation,2018,13.17,2.63,19.93,52.59,30.85,21.74,0,68120,0,Filipino,SERV,REO,
Avida Land Corporation,2019,14.70,2.89,19.64,52.98,29.06,23.92,0,68120,0,Filipino,SERV,REO,
Avida Land Corporation,2020,7.94,1.17,14.73,53.30,28.22,25.09,0,68120,0,Filipino,SERV,REO,
Avida Land Corporation,2021,7.22,0.71,9.88,57.80,32.08,19.09,0,68190,0,Filipino,SERV,REO,
Avon Cosmetics Inc.,2018,16.62,0.39,2.34,5.70,3.14,2.56,1,47991,0,American,SERV,TRD,
Avon Cosmetics Inc.,2019,16.00,0.49,3.07,6.68,3.58,3.09,1,47991,0,Brazilian,SERV,TRD,
Avon Cosmetics Inc.,2020,10.65,0.07,0.69,5.72,2.59,3.13,1,47991,0,Brazilian,SERV,TRD,
Avon Cosmetics Inc.,2021,11.42,0.00,0.04,5.67,2.46,0.66,1,47993,0,Brazilian,SERV,TRD,
Avon Products Mfg. Inc.,2018,3.19,0.23,7.25,2.16,0.65,1.52,1,20234,0,American,MFG,MFG,
Avon Products Mfg. Inc.,2019,3.02,0.33,10.98,2.43,0.64,1.79,1,20234,0,American,MFG,MFG,
Avon Products Mfg. Inc.,2020,1.99,0.08,4.12,2.40,0.55,1.85,1,20234,0,American,MFG,MFG,
Axeia Development Corporation,2019,2.82,0.82,29.19,4.63,2.15,2.48,0,68120,0,Filipino,SERV,REO,
Axeia Development Corporation,2020,1.84,0.46,25.26,5.15,2.33,2.83,0,68120,0,Filipino,SERV,REO,
Axeia Development Corporation,2021,2.58,0.81,31.22,6.65,3.14,2.96,0,68190,0,Filipino,SERV,REO,
Axelum Resources Corporation,2019,4.08,0.63,15.35,10.08,1.69,8.39,0,10440,1,Filipino,MFG,MFG,
Axelum Resources Corporation,2020,4.16,0.46,10.95,9.73,1.22,8.51,0,10440,1,Filipino,MFG,MFG,
Axelum Resources Corporation,2021,5.68,0.69,12.13,9.45,0.58,2.48,0,10450,1,Filipino,MFG,MFG,
Ayala Corporation,2018,13.44,6.32,47.02,193.78,76.08,117.70,0,64200,0,Filipino,SERV,FIA,
Ayala Corporation,2019,32.55,22.38,68.76,206.03,74.75,131.28,0,64200,0,Filipino,SERV,FIA,
Ayala Corporation,2020,12.21,4.56,37.30,217.36,86.39,130.97,0,64200,0,Filipino,SERV,FIA,
Ayala Corporation,2021,16.29,7.08,43.45,215.99,88.76,54.02,0,64304,0,Filipino,SERV,FIA,
Ayala Greenfield Development Corporation,2020,1.61,0.33,20.40,5.96,3.73,2.23,0,68190,0,Filipino,SERV,REO,
Ayala Hotels Inc.,2018,3.12,1.11,35.68,12.72,10.42,2.29,0,68120,0,Filipino,SERV,REO,
Ayala Hotels Inc.,2019,6.25,1.47,23.48,13.67,10.19,3.48,0,68120,0,Filipino,SERV,REO,
Ayala Hotels Inc.,2020,4.01,0.98,24.42,13.28,8.83,4.44,0,68120,0,Filipino,SERV,REO,
Ayala Hotels Inc.,2021,5.57,1.38,24.67,13.16,7.21,5.45,0,68190,0,Filipino,SERV,REO,
Ayala Land Inc.,2018,55.61,15.20,27.33,394.97,268.54,126.42,0,68120,0,Filipino,SERV,REO,
Ayala Land Inc.,2019,50.92,13.23,25.97,415.04,284.21,130.83,0,68120,0,Filipino,SERV,REO,
Ayala Land Inc.,2020,40.42,14.63,36.18,430.45,289.05,141.41,0,68120,0,Filipino,SERV,REO,
Ayala Land Inc.,2021,37.99,8.93,23.52,452.02,301.71,85.20,0,68190,0,Filipino,SERV,REO,
Ayala Property Management Corporation,2019,2.07,0.36,17.41,1.81,1.33,0.49,0,68200,0,Filipino,SERV,REO,
Ayala Property Management Corporation,2020,1.64,0.28,17.23,1.76,1.33,0.42,0,68200,0,Filipino,SERV,REO,
B/E Aerospace B.V.,2020,13.18,-0.12,-0.93,21.10,6.48,14.62,1,30300,1,American,MFG,MFG,
B/E Aerospace B.V.,2021,11.89,0.20,1.68,19.24,4.72,-27.12,1,30911,1,American,MFG,MFG,
Bac-Man Geothermal Inc.,2018,6.01,0.55,9.18,6.36,4.58,1.79,0,35100,0,Filipino,SERV,EWS,
Bac-Man Geothermal Inc.,2019,6.96,0.82,11.81,6.68,4.98,1.70,0,35100,0,Filipino,SERV,EWS,
Bac-Man Geothermal Inc.,2020,5.05,-0.21,-4.08,7.20,3.67,3.53,0,35100,0,Filipino,SERV,EWS,
Bac-Man Geothermal Inc.,2021,7.74,-0.09,-1.15,9.26,3.53,1.27,0,35102,0,Filipino,SERV,EWS,
Balayan Distillery Inc.,2019,2.89,0.11,3.84,2.46,0.69,1.77,0,20111,0,Filipino,MFG,MFG,
Balayan Distillery Inc.,2020,1.64,-0.78,-47.69,2.27,1.29,0.99,0,20111,0,Filipino,MFG,MFG,
Bank of Commerce,2018,6.70,0.43,6.35,154.08,136.00,18.09,0,64192,0,Filipino,SERV,FIA,
Bank of Commerce,2019,8.23,0.65,7.94,145.03,128.94,16.10,0,64192,0,Filipino,SERV,FIA,
Bank of Commerce,2020,8.05,0.78,9.75,170.92,154.15,16.77,0,64192,0,Filipino,SERV,FIA,
Bank of Commerce,2021,7.64,1.21,15.81,199.71,176.35,1.61,0,64192,0,Filipino,SERV,FIA,
Bank of Makati (A Savings Bank) Inc.,2018,8.30,2.13,25.71,34.24,24.64,9.59,0,64196,0,Filipino,SERV,FIA,
Bank of Makati (A Savings Bank) Inc.,2021,9.32,2.78,29.80,46.30,31.60,9.68,0,64200,0,Filipino,SERV,FIA,
Bank of the Philippine Islands,2018,76.62,15.43,20.14,1753.14,1553.99,199.16,0,64191,0,Filipino,SERV,FIA,
Bank of the Philippine Islands,2019,105.08,26.22,24.95,1857.84,1641.59,216.25,0,64191,0,Filipino,SERV,FIA,
Bank of the Philippine Islands,2020,105.71,24.61,23.28,1897.94,1666.77,231.17,0,64191,0,Filipino,SERV,FIA,
Bank of the Philippine Islands,2021,90.10,22.78,25.29,2051.33,1807.83,130.10,0,64192,0,Filipino,SERV,FIA,
BASF Philippines Inc.,2020,3.70,0.05,1.22,2.08,1.76,0.32,1,46107,0,German,SERV,TRD,
BASF Philippines Inc.,2021,5.67,0.14,2.49,2.38,1.91,-0.26,1,46302,0,German,SERV,TRD,
Bataan Inc.,2018,2.61,0.04,1.49,2.23,1.63,0.60,0,17011,0,Filipino,MFG,MFG,
Bataan Inc.,2019,2.65,0.04,1.58,2.76,1.81,0.95,0,17011,0,Filipino,MFG,MFG,
Bataan Inc.,2020,2.07,0.01,0.53,3.17,2.21,0.96,0,17011,0,Filipino,MFG,MFG,
Bataan Inc.,2021,2.25,0.04,1.73,3.55,2.54,0.35,0,17011,0,Filipino,MFG,MFG,
Bayan Telecommunications Inc.,2018,4.43,1.17,26.43,8.75,6.17,2.59,0,61101,0,Filipino,SERV,IAC,
Bayan Telecommunications Inc.,2020,2.27,0.39,17.29,8.70,5.03,3.66,0,61101,0,Filipino,SERV,IAC,
Bayer CropScience Inc.,2018,4.08,0.11,2.79,3.19,2.60,0.59,1,20210,1,German,MFG,MFG,
Bayer CropScience Inc.,2019,3.30,0.06,1.70,3.24,2.61,0.63,1,20210,1,German,MFG,MFG,
Bayer CropScience Inc.,2020,3.52,0.26,7.50,3.31,2.56,0.75,1,20210,1,German,MFG,MFG,
Bayer CropScience Inc.,2021,3.89,0.02,0.44,2.94,2.13,0.44,1,20221,1,German,MFG,MFG,
Bayer Philippines Inc.,2018,4.80,0.36,7.58,4.87,2.45,2.42,1,21001,0,German,MFG,MFG,
Bayer Philippines Inc.,2021,4.53,0.01,0.11,5.51,2.59,2.04,1,22204,0,German,MFG,MFG,
B. Braun Avitum Philippines Inc.,2018,2.62,0.21,7.86,2.63,1.68,0.95,1,86221,0,German,SERV,HSW,
B. Braun Avitum Philippines Inc.,2019,3.17,0.28,8.85,2.92,1.71,1.21,1,86221,0,German,SERV,HSW,
B. Braun Avitum Philippines Inc.,2020,3.46,0.25,7.19,3.88,2.42,1.46,1,86221,0,German,SERV,HSW,
B. Braun Avitum Philippines Inc.,2021,3.14,0.07,2.29,3.99,2.44,0.87,1,92000,0,German,SERV,OTH,
BDO Leasing and Finance Inc.,2018,2.23,0.33,14.84,39.08,33.74,5.34,0,64910,0,Filipino,SERV,FIA,
BDO Leasing and Finance Inc.,2019,2.15,0.05,2.18,28.92,23.31,5.61,0,64910,0,Filipino,SERV,FIA,
BDO Leasing and Finance Inc.,2020,1.78,0.25,14.17,6.00,0.03,5.97,0,64910,0,Filipino,SERV,FIA,
BDO Life Assurance Co. Inc.,2018,13.23,0.85,6.44,41.50,33.68,7.82,0,65110,0,Filipino,SERV,FIA,
BDO Life Assurance Co. Inc.,2019,17.43,2.91,16.71,56.78,47.69,9.10,0,65110,0,Filipino,SERV,FIA,
BDO Life Assurance Co. Inc.,2020,17.80,0.95,5.31,68.92,63.55,5.38,0,65110,0,Filipino,SERV,FIA,
BDO Life Assurance Co. Inc.,2021,21.81,2.07,9.48,81.43,70.74,11.29,0,65120,0,Filipino,SERV,FIA,
BDO Network Bank Inc.,2021,6.43,0.38,5.95,54.74,48.52,0.63,0,64200,0,Filipino,SERV,FIA,
BDO Private Bank Inc.,2018,2.71,0.30,11.10,48.85,43.71,5.14,0,64192,0,Filipino,SERV,FIA,
BDO Private Bank Inc.,2019,3.13,0.88,28.05,34.95,29.14,5.82,0,64192,0,Filipino,SERV,FIA,
BDO Private Bank Inc.,2020,2.75,1.01,36.68,41.44,35.29,6.15,0,64192,0,Filipino,SERV,FIA,
BDO Private Bank Inc.,2021,2.58,0.97,37.42,38.00,31.93,3.83,0,64193,0,Filipino,SERV,FIA,
BDO Unibank Inc.,2018,158.44,32.71,20.65,2891.81,2564.19,327.62,0,64191,0,Filipino,SERV,FIA,
BDO Unibank Inc.,2019,196.23,44.23,22.54,3063.10,2693.89,369.21,0,64191,0,Filipino,SERV,FIA,
BDO Unibank Inc.,2020,186.95,28.61,15.30,3235.38,2843.33,392.05,0,64191,0,Filipino,SERV,FIA,
BDO Unibank Inc.,2021,177.41,42.68,24.06,3466.01,3042.55,268.37,0,64192,0,Filipino,SERV,FIA,
Beacon Electric Asset Holdings Inc.,2018,5.40,4.20,77.76,97.25,8.60,88.65,0,64200,0,Filipino,SERV,FIA,
Beacon Electric Asset Holdings Inc.,2019,6.50,5.96,91.70,95.36,0.01,95.35,0,64200,0,Filipino,SERV,FIA,
Beacon Electric Asset Holdings Inc.,2021,7.86,7.85,99.94,87.48,0.70,1.48,0,64304,0,Filipino,SERV,FIA,
Beawmont Distributions Inc.,2019,1.90,-0.01,-0.37,1.53,1.28,0.25,0,46429,0,Filipino,SERV,TRD,
Beiersdorf Philippines Inc.,2019,2.27,-0.08,-3.40,1.30,1.34,-0.04,1,46427,0,German,SERV,TRD,
Beiersdorf Philippines Inc.,2020,2.03,-0.05,-2.22,1.21,1.29,-0.07,1,46427,0,German,SERV,TRD,
Belle Corporation,2018,4.53,2.06,45.49,41.98,14.95,27.03,0,68120,0,Filipino,SERV,REO,
Belle Corporation,2019,5.00,2.24,44.68,43.57,14.71,28.86,0,68120,0,Filipino,SERV,REO,
Belle Corporation,2020,4.56,1.46,31.97,50.53,22.08,28.45,0,68120,0,Filipino,SERV,REO,
Belle Corporation,2021,2.77,0.52,18.84,52.48,21.47,14.28,0,70100,0,Filipino,SERV,PRO,
Belton Totoku Philippines Inc.,2018,3.80,0.49,12.88,1.86,0.71,1.15,1,27320,1,British Virgin Islander,MFG,MFG,
Belton Totoku Philippines Inc.,2019,3.46,0.25,7.07,1.87,0.80,1.07,1,27320,1,British Virgin Islander,MFG,MFG,
Belton Totoku Philippines Inc.,2020,2.65,0.00,0.00,1.74,0.71,1.03,1,27320,1,British Virgin Islander,MFG,MFG,
Belton Totoku Philippines Inc.,2021,3.49,0.18,5.25,1.75,0.65,0.75,1,27509,1,British Virgin Islander,MFG,MFG,
Benby Enterprises Inc.,2018,5.61,0.11,1.87,2.60,1.59,1.01,0,46102,0,Filipino,SERV,TRD,
Benby Enterprises Inc.,2019,6.22,0.11,1.77,2.96,1.88,1.08,0,46102,0,Filipino,SERV,TRD,
Benby Enterprises Inc.,2020,6.85,0.12,1.81,3.05,1.90,1.15,0,46102,0,Filipino,SERV,TRD,
Beneficial Life Insurance Co. Inc.,2019,2.18,0.10,4.59,8.44,5.25,3.19,0,65110,0,Filipino,SERV,FIA,
Beneficial Life Insurance Co. Inc.,2020,2.03,0.12,5.71,8.97,6.08,2.89,0,65110,0,Filipino,SERV,FIA,
Beneficial Life Insurance Co. Inc.,2021,2.28,0.20,8.91,9.48,6.05,1.96,0,65120,0,Filipino,SERV,FIA,
Bermaz Auto Philippines Inc.,2018,4.55,0.09,1.98,2.55,1.08,1.46,1,45101,0,Malaysian,SERV,TRD,
Bermaz Auto Philippines Inc.,2021,2.40,0.03,1.38,2.40,0.99,0.49,1,45109,0,Malaysian,SERV,TRD,
Best Practice Consumer Inc.,2018,3.10,0.01,0.16,0.10,0.05,0.05,0,46526,0,Filipino,SERV,TRD,
BF Jade E-Services Philippines Inc.,2019,2.54,-0.36,-14.29,1.19,1.43,-0.24,1,47913,0,Luxembourger,SERV,TRD,
BF Jade E-Services Philippines Inc.,2020,2.90,-0.44,-15.11,1.77,2.42,-0.65,1,47913,0,Luxembourgers,SERV,TRD,
BF Jade E-Services Philippines Inc.,2021,3.39,-0.20,-5.77,1.74,2.15,-4.46,1,47991,0,Luxembourger,SERV,TRD,
BG North Properties Inc.,2018,4.38,0.59,13.51,11.47,6.33,5.14,0,68120,0,Filipino,SERV,REO,
BG South Properties Inc.,2018,7.89,0.61,7.75,12.15,9.62,2.53,0,68120,0,Filipino,SERV,REO,
BG West Properties Inc.,2018,6.77,0.43,6.28,14.60,12.18,2.42,0,68120,0,Filipino,SERV,REO,
Bicolandia Drug Corporation,2018,3.01,-0.05,-1.50,0.86,1.27,-0.41,0,47721,0,Filipino,SERV,TRD,
Bicolandia Drug Corporation,2019,3.42,-0.01,-0.23,1.28,1.70,-0.42,0,47721,0,Filipino,SERV,TRD,
Bicolandia Drug Corporation,2020,3.52,0.00,-0.06,1.37,1.79,-0.42,0,47721,0,Filipino,SERV,TRD,
Bicolandia Drug Corporation,2021,3.63,0.01,0.25,1.23,1.66,-0.46,0,47732,0,Filipino,SERV,TRD,
The Big Dipper Digital Content & Design Inc.,2018,2.85,2.43,85.03,3.29,0.45,2.85,0,59110,0,Filipino,SERV,IAC,
Big 'E' Food Corporation,2018,2.88,0.02,0.73,2.53,2.17,0.35,0,10711,0,Filipino,MFG,MFG,
Big 'E' Food Corporation,2019,2.97,-0.36,-12.25,3.23,3.25,-0.01,0,10711,0,Filipino,MFG,MFG,
Big 'E' Food Corporation,2020,2.71,-0.06,-2.10,3.52,3.48,0.05,0,10711,0,Filipino,MFG,MFG,
Big 'E' Food Corporation,2021,2.59,0.01,0.35,2.81,2.47,0.16,0,10712,0,Filipino,MFG,MFG,
Bioenergy Corporation,2018,2.38,0.19,7.94,0.58,0.21,0.38,0,19900,1,Filipino,MFG,MFG,
Bioenergy Corporation,2019,3.67,0.52,14.09,1.16,0.27,0.89,0,19900,1,Filipino,MFG,MFG,
Bioenergy Corporation,2020,1.95,0.07,3.43,1.32,0.36,0.96,0,19900,1,Filipino,MFG,MFG,
Bioenergy Corporation,2021,2.84,-0.03,-1.09,1.38,0.45,0.81,0,20112,1,Filipino,MFG,MFG,
Biotech Farms Inc.,2018,3.90,0.05,1.33,14.36,10.64,3.72,0,46303,0,Filipino,SERV,TRD,
